tpm_convergence,sync_rate,match_probability,round_count,carrier_latency,packet_loss,throughput,jitter,share_reconstruction_failures,flow_stats,label,label_name
0.873990,0.648282,0.836199,0.466786,27.295544,0.211151,53.889019,4.435610,6.000000,25.007445,4,CarrierDisruption
0.929901,0.701999,0.824489,0.751248,11.838559,0.000000,179.520362,0.535185,0.000000,13.610474,2,MajorityAttack
0.932705,0.738067,0.978641,0.420668,34.485953,0.176662,59.248073,6.525117,6.000000,9.589785,4,CarrierDisruption
1.000000,0.670750,0.995872,0.294588,12.329656,0.000661,200.475341,1.376066,0.000000,12.583645,0,Normal
0.988402,0.629451,0.798619,0.395125,11.833836,0.018106,188.767243,1.180408,0.000000,23.184429,2,MajorityAttack
1.000000,0.729612,0.962034,0.307894,10.358199,0.062654,173.479262,1.627480,2.000000,9.292577,0,Normal
0.963603,0.562565,0.857323,0.385327,9.977458,0.016711,158.147322,1.412160,1.000000,12.827255,2,MajorityAttack
0.880271,0.598726,0.798262,0.522992,33.445343,0.080248,60.990275,5.641483,5.000000,35.841324,5,MultiStageAttack
0.943465,0.691954,0.991777,0.561121,10.502633,0.021288,203.244540,0.874477,2.000000,11.537785,0,Normal
0.953487,0.681364,0.971884,0.437806,32.614364,0.143448,58.120265,6.553101,6.000000,9.384350,4,CarrierDisruption
0.931088,0.687598,0.880795,0.607415,8.904581,0.033981,169.712392,0.986709,0.000000,13.727923,1,GeometricAttack
0.965368,0.668899,0.826839,0.757213,9.785713,0.034469,178.941051,1.440506,2.000000,19.862985,2,MajorityAttack
0.985971,0.717573,0.975029,0.366745,13.936288,0.065645,167.756114,0.878081,-0.000000,7.610632,0,Normal
0.944499,0.647186,0.880221,0.472063,13.146659,0.008909,166.084155,2.289015,0.000000,19.019597,2,MajorityAttack
0.987238,0.739841,0.986280,0.418145,12.297227,0.000000,128.251796,1.692725,0.000000,25.618647,3,TrafficAnomaly
0.996119,0.721880,0.890554,0.609378,11.828268,0.018410,192.821004,1.239448,0.000000,13.090684,1,GeometricAttack
0.990932,0.762551,0.978942,0.804283,10.822404,0.046518,175.918003,0.973175,1.000000,10.862103,0,Normal
0.949734,0.746662,1.000000,0.345187,10.179222,0.019887,147.681972,1.414949,0.000000,24.225901,3,TrafficAnomaly
1.000000,0.712836,0.976933,0.362357,10.694864,0.078103,196.067342,0.926778,3.000000,11.077375,0,Normal
1.000000,0.664957,1.000000,0.429786,39.413854,0.092058,64.784049,6.512825,5.000000,5.883736,4,CarrierDisruption
1.000000,0.593486,0.991764,0.651834,10.979710,0.000000,147.749299,2.735742,1.000000,31.069676,3,TrafficAnomaly
0.907722,0.645454,0.833275,0.541399,10.883943,0.007802,206.602259,1.124919,-0.000000,24.269680,2,MajorityAttack
1.000000,0.642616,0.987309,0.785024,10.068033,0.064471,120.747061,2.031761,1.000000,23.728089,5,MultiStageAttack
0.934751,0.615608,0.820988,0.835548,11.989425,0.000611,195.808411,1.300620,1.000000,18.081920,2,MajorityAttack
1.000000,0.724348,1.000000,0.261219,41.500781,0.111206,80.449819,5.812323,4.000000,6.091995,4,CarrierDisruption
0.897241,0.686506,0.849756,0.498963,10.885537,0.017219,153.606163,1.498103,3.000000,14.289598,2,MajorityAttack
0.919019,0.709424,0.828448,0.510488,12.353556,0.000078,167.438649,1.178439,-0.000000,16.543443,2,MajorityAttack
0.952388,0.530993,0.888262,0.721392,24.024009,0.279399,53.530991,4.873204,5.000000,24.750541,5,MultiStageAttack
0.985486,0.718182,0.956496,0.487709,12.408200,0.006200,123.913488,0.797733,0.000000,35.519396,3,TrafficAnomaly
1.000000,0.633322,1.000000,0.799953,10.196045,0.027440,130.256988,2.052798,2.000000,24.638785,3,TrafficAnomaly
1.000000,0.732032,1.000000,0.404825,12.088324,0.000000,185.670959,1.185806,-0.000000,6.631324,0,Normal
0.886826,0.702355,0.897551,0.535045,12.839614,0.003138,210.058169,1.397390,-0.000000,21.506016,2,MajorityAttack
0.913910,0.669422,0.911453,0.568766,10.047666,0.058582,178.562486,1.477246,1.000000,20.373407,2,MajorityAttack
0.977206,0.619913,0.825793,0.507123,11.581397,0.036518,222.661609,0.664963,0.000000,16.796271,2,MajorityAttack
0.972345,0.531450,0.890305,1.386856,35.542811,0.045843,80.722237,6.803825,3.000000,26.066698,5,MultiStageAttack
1.000000,0.666898,0.995377,0.607120,32.993366,0.230984,66.174353,4.004834,7.000000,11.900111,4,CarrierDisruption
0.907012,0.642394,0.834606,0.673716,29.471340,0.178588,72.753863,3.736722,6.000000,30.868767,5,MultiStageAttack
0.947051,0.674629,1.000000,0.364766,36.047265,0.000000,82.112451,2.251301,2.000000,12.480928,4,CarrierDisruption
1.000000,0.754342,0.988612,0.425023,38.135312,0.000000,82.885567,2.190889,1.000000,7.360917,4,CarrierDisruption
0.979312,0.721214,1.000000,0.331198,10.784163,0.117442,107.834952,3.319794,3.000000,36.983079,3,TrafficAnomaly
0.953211,0.659294,0.863138,0.292730,9.056979,0.033105,165.412508,0.958541,1.000000,12.225446,2,MajorityAttack
0.921182,0.643800,0.881167,0.598859,33.879654,0.093573,59.438198,5.355773,3.000000,31.653451,5,MultiStageAttack
1.000000,0.691028,1.000000,0.285938,12.167039,0.055449,172.710804,1.228870,3.000000,10.807169,0,Normal
0.976066,0.622837,0.978681,0.390324,6.862756,0.024338,196.680532,0.841390,2.000000,10.503290,1,GeometricAttack
1.000000,0.725386,1.000000,0.450597,13.173295,0.037195,123.509044,1.744302,0.000000,36.001067,3,TrafficAnomaly
0.879626,0.607493,0.888958,0.561055,11.039874,0.016000,137.344395,0.567516,2.000000,24.867063,2,MajorityAttack
0.962771,0.664065,0.929387,0.699447,31.069356,0.100257,48.268160,4.222519,4.000000,7.064899,4,CarrierDisruption
0.924686,0.730716,0.959842,0.349510,10.781943,0.082992,229.077111,1.112237,2.000000,19.886533,1,GeometricAttack
0.939071,0.619358,0.800553,0.622239,30.175051,0.065062,72.846284,3.805817,3.000000,29.336903,5,MultiStageAttack
0.934111,0.670414,1.000000,0.562924,34.720124,0.101707,68.574214,4.467099,4.000000,9.258747,4,CarrierDisruption
1.000000,0.687445,0.921156,0.357779,11.369658,0.000000,200.349192,1.466136,1.000000,7.698178,0,Normal
1.000000,0.729802,0.973758,0.520150,13.724904,0.048299,162.358396,0.692890,2.000000,10.937653,0,Normal
0.981416,0.585766,0.982511,0.812806,42.021410,0.010239,76.890031,6.941813,1.000000,8.997736,4,CarrierDisruption
0.964711,0.658230,0.906143,0.459873,10.868324,0.061674,125.132632,0.903073,2.000000,12.986983,1,GeometricAttack
1.000000,0.710807,0.989640,0.387023,22.613034,0.105029,69.426159,4.617502,4.000000,8.722717,4,CarrierDisruption
0.986196,0.604329,0.905699,1.130866,13.285175,0.021314,202.133175,0.746871,0.000000,14.476505,1,GeometricAttack
0.954357,0.614624,0.845609,0.599528,33.462497,0.162002,62.042768,6.187206,5.000000,18.501448,5,MultiStageAttack
1.000000,0.714678,0.982850,0.225210,43.042678,0.102033,55.670869,5.295519,3.000000,4.922016,4,CarrierDisruption
0.947676,0.699140,0.828565,0.568178,28.924362,0.104896,69.165133,2.529175,3.000000,27.734789,5,MultiStageAttack
0.999245,0.729677,1.000000,0.558581,13.071867,0.000000,125.794752,1.189053,0.000000,19.818223,3,TrafficAnomaly
1.000000,0.726004,1.000000,0.364257,29.011155,0.087774,69.193813,4.958082,4.000000,9.758615,4,CarrierDisruption
1.000000,0.773579,0.988945,0.287020,35.368092,0.064021,64.784849,5.539268,6.000000,9.495844,4,CarrierDisruption
1.000000,0.673014,0.991673,0.556144,29.768635,0.030833,79.922488,6.900610,3.000000,14.402817,4,CarrierDisruption
0.939040,0.743759,0.852314,0.589369,24.064749,0.035051,69.667732,5.600049,3.000000,22.176791,5,MultiStageAttack
1.000000,0.710535,0.849351,0.559364,11.492634,0.008011,191.613816,1.348680,0.000000,17.417633,2,MajorityAttack
0.936950,0.657778,0.910128,0.634172,11.609243,0.021622,198.590529,1.228152,0.000000,18.141908,1,GeometricAttack
1.000000,0.622998,0.859147,0.349498,12.086237,0.000000,219.744622,0.659736,0.000000,17.365939,2,MajorityAttack
0.934137,0.703288,0.949029,0.389119,10.035559,0.000000,160.624281,1.124315,0.000000,12.605362,1,GeometricAttack
0.953605,0.652066,0.788007,0.362030,10.946833,0.000000,176.580189,1.125763,-0.000000,20.592158,2,MajorityAttack
1.000000,0.678309,0.996782,0.526082,12.616385,0.047820,101.687180,2.074636,1.000000,37.848824,3,TrafficAnomaly
0.919405,0.684641,0.875110,0.559496,8.666461,0.009154,182.235552,0.998296,0.000000,12.998084,0,Normal
0.972682,0.674951,1.000000,0.693865,30.144017,0.106025,66.311995,4.502899,3.000000,5.772648,4,CarrierDisruption
0.980611,0.648097,0.954037,0.556093,34.895347,0.099814,79.448728,5.059888,4.000000,11.492886,4,CarrierDisruption
1.000000,0.651121,1.000000,0.719053,34.560518,0.040869,68.801348,6.423934,3.000000,11.297117,4,CarrierDisruption
1.000000,0.682532,0.979052,0.710561,11.903404,0.000000,190.618779,1.858305,0.000000,12.692918,1,GeometricAttack
0.950002,0.717083,0.976685,0.654690,11.323474,0.000000,200.720552,1.008133,-0.000000,8.524022,0,Normal
0.925006,0.662777,0.833514,0.491554,32.727988,0.169152,67.223118,8.026488,5.000000,23.219020,5,MultiStageAttack
1.000000,0.564588,1.000000,0.664750,10.591792,0.000000,131.964487,1.389890,0.000000,26.929684,3,TrafficAnomaly
0.958974,0.694870,0.990937,0.502940,26.283837,0.089809,64.984759,4.548558,4.000000,10.455360,4,CarrierDisruption
0.935913,0.632443,0.926017,0.389004,41.889164,0.090286,60.989876,2.559646,3.000000,25.769421,5,MultiStageAttack
0.984187,0.756023,1.000000,0.442392,10.851429,0.005612,126.384378,1.947594,1.000000,17.293084,3,TrafficAnomaly
0.950978,0.543944,0.851369,0.778967,31.439703,0.053546,59.760912,5.316546,3.000000,22.049740,5,MultiStageAttack
0.960086,0.738894,0.814724,0.586300,37.872133,0.031375,65.484884,3.341618,1.000000,27.993216,5,MultiStageAttack
0.916323,0.657734,0.862065,0.564179,6.091134,0.015405,163.695243,0.512220,0.000000,17.211920,2,MajorityAttack
0.959361,0.664174,0.822438,0.691709,9.214032,0.055465,161.642140,1.282757,2.000000,14.628697,2,MajorityAttack
0.908435,0.725570,0.805676,0.493689,34.121409,0.237774,55.531435,5.742565,7.000000,19.684858,5,MultiStageAttack
0.938611,0.623747,0.856428,0.796823,31.190063,0.054752,61.333094,4.296030,3.000000,34.942004,5,MultiStageAttack
0.941602,0.631900,0.863517,0.640818,11.077492,0.004779,221.032140,0.644722,1.000000,12.273590,2,MajorityAttack
0.963154,0.638064,0.855796,0.443954,39.290139,0.042339,82.444387,6.421560,1.000000,34.164015,5,MultiStageAttack
0.922090,0.657885,0.896394,0.440408,26.461165,0.228294,56.624626,6.003800,6.000000,18.988857,5,MultiStageAttack
0.930215,0.671918,0.772350,0.509357,30.378551,0.111398,63.449391,3.807689,5.000000,22.302652,5,MultiStageAttack
0.993031,0.683547,0.983298,0.462671,41.087005,0.058285,71.626189,6.854297,2.000000,13.367838,4,CarrierDisruption
0.971585,0.621545,0.878636,0.840035,27.952936,0.076507,87.003216,2.135909,2.000000,25.080616,5,MultiStageAttack
1.000000,0.719971,1.000000,0.253818,26.440808,0.266836,55.898142,4.298528,8.000000,7.660083,4,CarrierDisruption
0.985302,0.613903,0.809507,0.433203,10.903887,0.012724,212.739236,1.435617,0.000000,19.360813,2,MajorityAttack
0.957187,0.687961,0.889686,0.487569,28.538064,0.103639,61.310767,4.964537,3.000000,20.963531,5,MultiStageAttack
0.963065,0.550588,0.973618,0.761728,31.986587,0.065730,73.170310,5.684222,3.000000,10.190390,3,TrafficAnomaly
1.000000,0.663645,0.976700,0.344688,14.425719,0.000000,126.418550,1.723509,1.000000,25.522281,3,TrafficAnomaly
0.949074,0.708047,0.883240,0.525663,14.100128,0.032386,173.723961,1.704867,-0.000000,13.815392,1,GeometricAttack
1.000000,0.688434,1.000000,0.323341,38.666602,0.085778,64.321710,5.154638,2.000000,10.720400,4,CarrierDisruption
0.944964,0.681382,0.905378,0.405729,14.308193,0.030994,188.498456,1.991203,1.000000,15.578500,2,MajorityAttack
1.000000,0.642109,1.000000,0.336079,35.236645,0.079259,67.474384,5.410473,4.000000,10.878286,4,CarrierDisruption
0.992886,0.730584,1.000000,0.488246,38.712635,0.151442,69.522160,4.567451,8.000000,10.443424,4,CarrierDisruption
0.988667,0.595840,0.920190,0.730399,10.836022,0.006675,198.504988,1.622660,0.000000,20.313784,1,GeometricAttack
1.000000,0.645875,0.991315,0.457864,9.487452,0.005045,145.558690,3.328205,0.000000,23.748493,3,TrafficAnomaly
1.000000,0.743039,0.850646,0.370887,12.213704,0.035460,178.665890,1.525021,1.000000,15.251877,1,GeometricAttack
0.899197,0.648997,0.847659,0.536059,12.205392,0.004346,196.697398,1.396907,-0.000000,15.555944,1,GeometricAttack
1.000000,0.702318,1.000000,0.340477,12.292647,0.053947,118.632741,1.286280,1.000000,28.595336,3,TrafficAnomaly
0.980723,0.745217,1.000000,0.376811,8.977182,0.000000,139.034621,2.087591,1.000000,33.254009,3,TrafficAnomaly
1.000000,0.753238,1.000000,0.284700,31.273158,0.088315,72.249049,5.718713,6.000000,8.441309,4,CarrierDisruption
0.899825,0.581369,0.857815,0.475463,10.565532,0.000000,160.066693,1.081802,0.000000,22.402852,2,MajorityAttack
0.997506,0.653037,0.795403,0.497248,39.714415,0.093417,73.392455,4.064140,5.000000,23.551660,5,MultiStageAttack
0.944409,0.614312,1.000000,0.626878,31.504881,0.094203,60.569569,9.653007,2.000000,9.318937,4,CarrierDisruption
1.000000,0.698459,0.971314,0.797020,11.048772,0.061797,175.963292,1.148832,1.000000,9.609847,0,Normal
1.000000,0.774048,1.000000,0.518257,29.614944,0.076641,65.290728,5.024503,3.000000,9.653188,4,CarrierDisruption
1.000000,0.721950,0.987981,0.519775,7.832403,0.008367,112.685054,1.002823,0.000000,30.617344,3,TrafficAnomaly
1.000000,0.737763,0.996828,0.485315,11.705555,0.071650,195.755448,1.576430,4.000000,9.029732,0,Normal
0.970658,0.684184,0.923003,0.559568,11.847962,0.033778,114.156087,2.418638,0.000000,26.595463,3,TrafficAnomaly
1.000000,0.696269,0.964509,0.713899,13.677145,0.001668,195.702065,0.876614,-0.000000,19.982615,1,GeometricAttack
1.000000,0.680907,0.991541,0.341649,11.744736,0.019636,190.025923,1.843102,1.000000,7.486322,0,Normal
0.986242,0.570931,0.860776,0.667586,11.222032,0.000000,137.931839,1.770803,1.000000,15.968403,1,GeometricAttack
0.969720,0.569515,0.944649,0.783033,11.051611,0.035945,173.874278,2.151806,0.000000,19.302768,1,GeometricAttack
0.931601,0.645582,0.857576,0.487071,32.472589,0.011620,68.520557,4.733687,1.000000,22.054127,5,MultiStageAttack
0.964352,0.665693,0.983918,0.561840,10.842699,0.013244,175.275449,0.624154,0.000000,8.689792,0,Normal
1.000000,0.641948,1.000000,0.654318,12.013030,0.003921,171.145514,1.162251,0.000000,11.286056,0,Normal
0.984555,0.632640,0.816324,1.048933,29.392526,0.036538,70.833050,3.441672,3.000000,25.617761,5,MultiStageAttack
0.999860,0.768791,1.000000,0.594620,12.455666,0.039598,120.720224,2.064033,0.000000,30.706327,3,TrafficAnomaly
0.984173,0.656705,0.998364,0.316916,15.347988,0.005963,208.818723,0.626441,0.000000,12.774620,0,Normal
0.977824,0.701262,1.000000,0.385775,32.169496,0.120466,71.381505,7.239780,6.000000,9.530032,4,CarrierDisruption
0.963700,0.567789,0.901039,0.904769,12.782489,0.000000,220.898685,0.745429,0.000000,15.671214,2,MajorityAttack
0.951096,0.641037,0.907426,0.434985,12.647523,0.000000,211.778414,1.147154,0.000000,23.827551,2,MajorityAttack
0.955999,0.626576,0.816172,0.509056,30.830680,0.040451,76.437982,3.959474,2.000000,14.689613,5,MultiStageAttack
0.970957,0.680254,0.935455,0.346875,11.753234,0.021126,170.611917,1.431653,2.000000,7.902361,0,Normal
0.924460,0.614177,0.832537,0.660886,29.923232,0.119247,64.416190,7.099318,4.000000,28.954909,5,MultiStageAttack
0.989440,0.652995,0.984133,0.315716,11.772290,0.103286,170.819020,1.829501,4.000000,11.675087,0,Normal
0.989837,0.598569,1.000000,0.941210,35.503938,0.156808,55.543601,7.347719,5.000000,9.090853,4,CarrierDisruption
1.000000,0.669768,1.000000,0.398147,10.153604,0.000000,160.582080,2.053519,0.000000,23.921479,3,TrafficAnomaly
1.000000,0.800363,1.000000,0.295387,10.606835,0.034685,213.580708,1.059740,1.000000,9.949990,0,Normal
0.982945,0.555635,0.813806,0.653051,42.428927,0.138860,63.070629,3.071280,5.000000,17.301790,5,MultiStageAttack
1.000000,0.695498,1.000000,0.375792,11.197500,0.000000,204.385417,1.591412,1.000000,9.449051,0,Normal
0.903354,0.668602,0.844499,0.569804,12.338705,0.000000,193.397359,0.894862,-0.000000,12.827007,1,GeometricAttack
0.982729,0.754862,0.984783,0.655887,11.219977,0.037164,126.700052,1.153877,2.000000,26.735254,3,TrafficAnomaly
0.891871,0.636614,0.871181,0.463338,30.271623,0.069545,73.496322,5.199635,3.000000,18.797683,5,MultiStageAttack
0.943419,0.594928,0.872208,0.733310,38.573681,0.013829,74.662973,2.822105,1.000000,27.158794,5,MultiStageAttack
0.897076,0.702803,0.909218,0.379755,13.342337,0.000000,215.018376,1.695757,-0.000000,15.951585,2,MajorityAttack
0.945795,0.758846,0.963140,0.492594,10.003502,0.013001,194.938982,1.007442,-0.000000,18.626325,1,GeometricAttack
0.968920,0.680360,0.941326,0.752544,11.832765,0.014879,190.599167,2.276309,0.000000,16.577418,1,GeometricAttack
0.950125,0.616881,0.868486,0.604798,10.167316,0.000000,164.487110,1.419616,1.000000,16.450672,4,CarrierDisruption
0.978281,0.601437,0.849032,0.469700,29.855947,0.133723,65.186625,4.470246,6.000000,23.384751,5,MultiStageAttack
1.000000,0.694639,0.955245,0.281972,30.898524,0.044228,71.391885,3.153987,4.000000,11.827160,4,CarrierDisruption
1.000000,0.737304,0.887847,0.493874,12.671383,0.051233,157.343278,1.465255,0.000000,13.871174,0,Normal
0.976518,0.687858,1.000000,0.311007,12.853817,0.027676,212.596028,1.229391,1.000000,7.878022,0,Normal
0.978880,0.702805,1.000000,0.510528,10.995122,0.043154,138.901750,1.852996,2.000000,20.959863,3,TrafficAnomaly
0.968163,0.734925,0.989955,0.352352,36.706982,0.052173,70.651231,6.857165,5.000000,9.000592,4,CarrierDisruption
0.976897,0.596299,1.000000,0.907566,10.884814,0.086267,144.560802,1.261929,2.000000,12.413081,0,Normal
0.934432,0.686294,1.000000,0.679614,11.112492,0.000000,117.968568,1.732474,-0.000000,27.049944,3,TrafficAnomaly
0.954158,0.726344,0.914097,0.532697,11.021312,0.000000,156.790121,1.529201,-0.000000,11.009620,1,GeometricAttack
0.935511,0.544591,0.892229,0.887685,9.451817,0.036837,174.394329,1.028677,0.000000,18.817509,2,MajorityAttack
0.977266,0.725424,1.000000,0.543505,12.956585,0.028968,119.363419,2.336008,2.000000,30.137785,0,Normal
0.946071,0.642613,0.918268,0.537248,13.452526,0.000000,138.565728,1.949199,0.000000,16.443785,2,MajorityAttack
0.951076,0.618120,0.854621,0.577850,37.030024,0.088363,64.271035,7.484994,6.000000,39.267994,5,MultiStageAttack
1.000000,0.678307,1.000000,0.609323,10.108413,0.094849,96.667128,2.593407,3.000000,42.794364,3,TrafficAnomaly
0.975838,0.644895,0.840154,0.440961,40.072886,0.094006,69.058532,4.324869,4.000000,19.196340,5,MultiStageAttack
0.930217,0.642784,0.812435,0.436088,41.584059,0.171057,57.425459,6.264115,5.000000,29.920737,5,MultiStageAttack
0.939248,0.611914,0.866047,1.007176,32.698768,0.163993,66.416826,5.625176,4.000000,22.712517,5,MultiStageAttack
0.963357,0.696598,0.942012,0.619424,32.688187,0.054545,70.042289,8.557837,3.000000,36.807473,5,MultiStageAttack
0.987612,0.729650,1.000000,0.500159,13.500782,0.000000,149.802651,1.922256,0.000000,19.691224,3,TrafficAnomaly
1.000000,0.679882,1.000000,0.558823,31.226628,0.200879,60.558652,7.199760,5.000000,6.721469,4,CarrierDisruption
0.990981,0.736154,0.976926,0.612042,30.912098,0.117269,57.753678,6.065728,4.000000,9.944239,4,CarrierDisruption
0.951972,0.636897,0.880458,0.343837,15.333605,0.000000,202.886987,1.381744,1.000000,17.545459,2,MajorityAttack
0.940422,0.728639,1.000000,0.426140,11.074441,0.027951,204.343660,1.263275,-0.000000,7.213025,0,Normal
1.000000,0.716907,0.988535,0.524878,13.304166,0.005064,160.014041,1.007705,0.000000,10.642472,0,Normal
1.000000,0.701750,1.000000,0.313863,31.789796,0.096060,60.721332,5.479604,4.000000,9.411507,4,CarrierDisruption
0.882430,0.681016,0.887149,0.489399,10.082409,0.058200,160.049691,0.808559,1.000000,14.501428,2,MajorityAttack
0.917073,0.641711,0.851913,0.401587,32.821708,0.036054,54.203237,9.871097,2.000000,31.052077,5,MultiStageAttack
1.000000,0.822496,0.999103,0.405894,12.971076,0.038187,175.028993,1.293017,2.000000,12.694625,0,Normal
0.924282,0.717677,0.845155,0.488017,12.893887,0.006811,206.422881,1.178410,0.000000,19.937333,2,MajorityAttack
0.977349,0.686347,0.988539,0.453835,11.478361,0.000000,222.730725,1.768447,0.000000,10.089415,0,Normal
0.951073,0.533946,0.858931,1.371374,11.501245,0.029438,179.481944,0.786317,1.000000,17.521034,2,MajorityAttack
0.988645,0.711253,1.000000,0.312940,11.326415,0.000000,143.633115,1.119341,2.000000,13.995926,0,Normal
1.000000,0.670378,0.992660,0.598761,10.730582,0.001561,145.376741,2.691973,1.000000,25.853705,3,TrafficAnomaly
0.908108,0.591184,0.814187,0.426115,15.705247,0.000000,186.903270,1.217179,0.000000,23.114757,2,MajorityAttack
1.000000,0.683312,0.914256,0.489595,29.944242,0.141157,68.631374,5.866551,5.000000,6.876739,4,CarrierDisruption
0.955624,0.654533,0.999447,0.575842,9.725591,0.036760,110.715407,2.186098,0.000000,27.981493,3,TrafficAnomaly
0.986706,0.606128,0.819940,0.615764,9.145611,0.025378,146.909995,0.494151,1.000000,16.511773,2,MajorityAttack
0.982916,0.640305,0.836801,0.828785,24.520730,0.038880,67.703005,1.013367,4.000000,15.290465,5,MultiStageAttack
0.968236,0.659845,0.938996,0.649186,9.402540,0.007999,165.757292,1.534295,0.000000,14.514284,1,GeometricAttack
0.913607,0.706538,1.000000,0.448556,11.307192,0.057560,121.108966,2.504682,3.000000,36.529759,3,TrafficAnomaly
1.000000,0.720399,0.973568,0.595919,34.337749,0.042856,66.547995,3.620599,3.000000,12.285149,4,CarrierDisruption
0.910813,0.697263,0.834879,0.591643,33.707029,0.146935,61.419163,4.790325,4.000000,27.243223,5,MultiStageAttack
0.933738,0.601530,0.885409,1.061128,10.129322,0.000000,207.189235,0.654570,-0.000000,16.174139,2,MajorityAttack
1.000000,0.759785,1.000000,0.366422,12.081801,0.055520,184.115638,0.517896,2.000000,5.633661,0,Normal
1.000000,0.625449,1.000000,0.334019,7.058152,0.007480,211.305375,0.847796,-0.000000,9.826504,0,Normal
0.911324,0.488788,0.874979,1.423621,29.929327,0.243555,49.187202,6.893164,6.000000,26.940654,5,MultiStageAttack
1.000000,0.796428,1.000000,0.480731,14.498330,0.032196,173.062395,0.512602,1.000000,10.543197,0,Normal
1.000000,0.759553,1.000000,0.388749,32.642170,0.162118,65.415593,5.730987,6.000000,14.193059,4,CarrierDisruption
1.000000,0.643051,1.000000,0.910301,12.167716,0.009300,204.030584,1.939386,0.000000,8.529670,0,Normal
0.975916,0.663325,1.000000,0.419157,36.072418,0.035975,89.951846,5.064650,2.000000,7.885600,4,CarrierDisruption
0.993180,0.757313,1.000000,0.566276,11.935667,0.000000,104.170760,1.954531,0.000000,25.163701,3,TrafficAnomaly
0.981442,0.694004,0.977824,0.395597,11.800420,0.011621,120.166272,1.243374,0.000000,40.605150,3,TrafficAnomaly
1.000000,0.689829,1.000000,0.414009,27.431794,0.054107,80.698841,2.270185,3.000000,10.071834,4,CarrierDisruption
0.941687,0.699553,0.906642,0.537510,14.085018,0.010558,196.512639,0.714054,-0.000000,15.055787,1,GeometricAttack
1.000000,0.752168,0.900768,0.360039,12.299036,0.037272,126.454921,2.050595,2.000000,34.609462,3,TrafficAnomaly
0.944648,0.681733,0.880073,0.438826,11.018089,0.003074,151.685538,1.320841,-0.000000,14.762938,1,GeometricAttack
0.965597,0.550686,0.806819,1.321479,25.592305,0.000000,71.034087,2.400266,1.000000,25.164072,5,MultiStageAttack
0.942371,0.675627,0.936067,0.575745,39.838951,0.039953,67.162926,4.839298,1.000000,12.001845,4,CarrierDisruption
0.932147,0.673594,0.883218,0.430609,12.171352,0.007780,146.032248,2.016868,1.000000,17.169141,1,GeometricAttack
0.930743,0.737138,0.995361,0.388798,10.618332,0.009679,127.628109,2.050202,-0.000000,22.980980,3,TrafficAnomaly
0.931762,0.659695,0.908071,0.536193,36.878422,0.056918,70.377781,6.020593,2.000000,29.143962,5,MultiStageAttack
0.948739,0.756540,0.779711,0.537425,11.397541,0.043608,218.745957,1.693445,1.000000,16.595513,2,MajorityAttack
1.000000,0.765000,1.000000,0.338088,10.358670,0.011912,143.338541,1.130530,-0.000000,9.599233,0,Normal
0.923723,0.639150,0.913015,0.380782,7.191210,0.032201,168.925220,0.919682,1.000000,12.560521,5,MultiStageAttack
0.976511,0.609748,0.819334,0.668221,10.503180,0.037129,200.583664,0.640783,1.000000,16.743072,2,MajorityAttack
0.965353,0.712076,0.978783,0.266813,9.612869,0.016654,127.299323,2.622693,1.000000,29.207403,3,TrafficAnomaly
0.888709,0.661785,0.872864,0.553131,9.071952,0.058441,184.101417,1.628127,2.000000,24.910484,2,MajorityAttack
0.921030,0.740781,0.994401,0.560331,8.765138,0.076695,110.307788,2.647495,3.000000,24.752035,3,TrafficAnomaly
0.985820,0.686669,1.000000,0.609244,40.638960,0.000000,92.876456,5.258176,1.000000,14.464669,4,CarrierDisruption
0.969564,0.699166,0.978609,0.438262,8.313687,0.093963,103.293409,2.416417,4.000000,41.631617,3,TrafficAnomaly
1.000000,0.716821,1.000000,0.338269,29.809419,0.185082,62.061765,3.309822,6.000000,8.286226,4,CarrierDisruption
0.999954,0.664631,0.945754,0.344805,28.949749,0.051850,64.784905,7.056617,3.000000,11.614058,4,CarrierDisruption
1.000000,0.648057,0.894748,0.697399,8.930603,0.015432,168.785295,1.420166,1.000000,15.319478,1,GeometricAttack
0.966291,0.696828,0.955383,0.498623,31.704509,0.090840,68.321679,6.511058,4.000000,7.697277,4,CarrierDisruption
1.000000,0.756925,1.000000,0.276602,27.682998,0.126315,70.526589,4.445866,4.000000,13.355252,4,CarrierDisruption
0.966434,0.721646,0.868157,0.597348,27.832232,0.059618,70.488766,7.817519,2.000000,27.128783,5,MultiStageAttack
0.957751,0.659201,0.923360,0.688753,33.261205,0.086927,65.395935,5.737098,2.000000,26.232066,5,MultiStageAttack
0.960653,0.606397,0.924679,0.673875,10.425087,0.011474,146.468910,3.120605,0.000000,19.711159,1,GeometricAttack
1.000000,0.610654,1.000000,0.627469,11.704820,0.000000,153.806955,1.246860,-0.000000,10.419826,0,Normal
0.972718,0.706845,0.892170,0.305678,12.737668,0.012091,162.522891,1.072337,2.000000,13.713222,1,GeometricAttack
0.993042,0.778428,0.958100,0.613165,9.708436,0.039116,122.183840,2.060377,2.000000,27.778407,3,TrafficAnomaly
0.964109,0.666871,0.982829,0.431396,10.433900,0.015161,190.511055,1.639919,0.000000,10.964435,1,GeometricAttack
0.934146,0.666566,0.984188,0.520494,10.682669,0.028864,184.133167,1.397103,-0.000000,18.056775,1,GeometricAttack
